metric,pooled_table_diff,bootstrap_observed_diff,abs_delta
primary_mean_pinball,0.800085724629634,0.800085724629634,0.0
points_q10,0.17213077640988445,0.17213077640988445,0.0
points_q25,-0.24653184564534963,-0.24653184564534963,0.0
points_q50,-2.1576291857035934,-2.1576291857035934,0.0
points_q75,-2.7920000689031386,-2.7920000689031386,0.0
points_q90,1.68011142688103,1.68011142688103,0.0
points_q97,8.144433244738972,8.144433244738972,0.0
