metric,observed_diff_candidate_minus_baseline,bootstrap_median,ci_low,ci_high,bootstrap_seed,replications
primary_mean_pinball,0.54555186760713,0.5387041867401705,-0.1259457773921586,1.2003432560036114,49049,2000
points_q10,0.09726993254400822,0.09752182137435686,-0.12759825911181144,0.34782548350538095,49049,2000
points_q25,-0.077850495471556,-0.08042690622659081,-0.5629713491361003,0.43382424305343165,49049,2000
points_q50,-2.220222739826998,-2.219190380476799,-3.0075368540582645,-1.4495877092534215,49049,2000
points_q75,-3.152595278439439,-3.166031522936926,-4.2113063044504555,-2.1182406864619083,49049,2000
points_q90,1.2714395847445694,1.273831892426522,0.14478561684233293,2.3771943057884,49049,2000
points_q97,7.355270202092195,7.354629070689382,5.652365609241529,9.08119991234486,49049,2000
