origin_year,lead,quantile,tau,task012,task047,abs_diff_task047_minus_task012,pct_diff_task047_minus_task012
2021,3,points_q97,0.97,98.01864551336732,76.00182297734398,-22.01682253602334,-0.22461871841537323
2021,4,points_q10,0.1,66.15942348936684,66.03741065300602,-0.12201283636082394,-0.001844224600603327
2021,4,points_q25,0.25,156.58425099202373,155.68069843694482,-0.9035525550789032,-0.005770392292676544
2021,4,points_q50,0.5,251.32096126486422,247.67353626291853,-3.6474250019456917,-0.014513015482627066
2021,4,points_q75,0.75,259.0626603505584,245.88354255769963,-13.17911779285879,-0.05087231704879843
2021,4,points_q90,0.9,194.82402053505325,173.5177745649268,-21.30624597012644,-0.10936149408893327
2021,4,points_q97,0.97,116.34503059876117,89.9918668430669,-26.35316375569427,-0.22650871825010183
2022,1,points_q10,0.1,74.07856668579069,73.68438349122273,-0.39418319456795814,-0.005321150397522041
2022,1,points_q25,0.25,144.20510396744993,143.12412119016398,-1.0809827772859535,-0.007496147830731107
2022,1,points_q50,0.5,202.45141694385975,199.0602886230417,-3.3911283208180407,-0.016750331373370474
2022,1,points_q75,0.75,177.8067345840595,173.48268836918115,-4.324046214878365,-0.024318798863235062
2022,1,points_q90,0.9,111.23504772968127,104.8101265366228,-6.424921193058466,-0.057759863677786516
2022,1,points_q97,0.97,54.57329131514105,47.13879023143275,-7.434501083708298,-0.13622966298251538
2022,2,points_q10,0.1,79.91746741842701,80.11869067526564,0.20122325683863096,0.0025178883082603016
2022,2,points_q25,0.25,168.44859629850805,168.54106428117336,0.09246798266531187,0.0005489388733251845
2022,2,points_q50,0.5,248.44493359271243,243.76398321439217,-4.6809503783202615,-0.018840997522589716
2022,2,points_q75,0.75,238.2492613320346,228.60318956988505,-9.646071762149546,-0.040487310257412965
2022,2,points_q90,0.9,157.46197196741974,143.27604867860995,-14.18592328880979,-0.09009110651646723
2022,2,points_q97,0.97,79.96597141604497,66.93679953100148,-13.029171885043482,-0.16293395370958016
2022,3,points_q10,0.1,72.95010735343105,72.54264148979983,-0.4074658636312165,-0.005585541658727281
2022,3,points_q25,0.25,169.74244253467998,168.54431826154936,-1.1981242731306168,-0.007058483754797088
2022,3,points_q50,0.5,248.45232246810417,243.6854908498521,-4.76683161825207,-0.01918610206939815
2022,3,points_q75,0.75,240.33359813587782,229.89888008204932,-10.434718053828504,-0.04341764170621292
2022,3,points_q90,0.9,165.8147429809461,148.81803981045704,-16.99670317048907,-0.10250417342227629
2022,3,points_q97,0.97,89.68039504514664,70.72095311673233,-18.959441928414307,-0.21141122225063572
2023,1,points_q10,0.1,75.66284869060537,76.04443933929345,0.3815906486880749,0.005043302694674445
2023,1,points_q25,0.25,150.72497305554484,151.41405504195038,0.6890819864055402,0.004571783775682622
2023,1,points_q50,0.5,214.13615652519752,211.6343781963887,-2.5017783288088253,-0.0116831196067276
2023,1,points_q75,0.75,190.99106374567714,186.89393649562558,-4.097127250051557,-0.02145193167522892
2023,1,points_q90,0.9,122.75947007505843,116.16737877831737,-6.59209129674106,-0.05369924856070557
2023,1,points_q97,0.97,62.3401359717083,56.67244150712817,-5.66769446458013,-0.09091565772574331
2023,2,points_q10,0.1,75.33216116882276,75.16872339296995,-0.16343777585281316,-0.002169561755789028
2023,2,points_q25,0.25,164.16262777768907,162.78866083886595,-1.3739669388231164,-0.008369547670032174
2023,2,points_q50,0.5,238.24240616646154,236.01575732502172,-2.226648841439811,-0.0093461482246953
2023,2,points_q75,0.75,220.76832961864918,213.12031007075535,-7.648019547893824,-0.03464273866231113
2023,2,points_q90,0.9,143.51589942915672,134.1286676006269,-9.38723182852982,-0.0654090025277207
2023,2,points_q97,0.97,73.12878110865338,62.755153595664446,-10.37362751298894,-0.1418542379036237
2024,1,points_q10,0.1,75.55023510424292,75.16183481020151,-0.3884002940414035,-0.0051409541413801755
2024,1,points_q25,0.25,149.58081433533778,148.0671558254137,-1.5136585099240847,-0.010119335936563957
2024,1,points_q50,0.5,210.84670586658575,208.41298283413425,-2.4337230324514962,-0.011542618237495472
2024,1,points_q75,0.75,188.65432039974533,181.88407518977405,-6.770245209971279,-0.0358870403583952
2024,1,points_q90,0.9,115.20199338903414,107.29104544132042,-7.910947947713723,-0.06867023490642785
2024,1,points_q97,0.97,54.04567810111069,47.30711062763744,-6.738567473473246,-0.12468281850153644
