key,player,position,pick,tenure,age,p_meaningful,cond_games,cond_avg,exp_games,exp_avg,exp_points,p80,p90,p100,p110,p120,lead,forecast_year,games_resid_sd,avg_resid_sd
cooper-hynes,Cooper Hynes,MID,20.0,2,20.0,0.8787878787878788,15.096739136012362,63.072817905999976,13.266831361950258,55.42762785678786,836.7764386818983,0.03914590747330961,0.002793296089385475,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652
luke-trainor,Luke Trainor,DEF,21.0,2,20.0,0.8787878787878788,16.934331096272487,69.0851483885086,14.881684902784913,60.71119100808331,1028.1034097799238,0.06435643564356436,0.018140589569160998,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652
jesse-dattoli,Jesse Dattoli,FWD,22.0,2,20.0,0.4083333333333333,9.485969673858298,42.45535361419732,3.8734376168254716,17.33593605913057,164.44816372485914,0.00375234521575985,0.001,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652
harry-armstrong,Harry Armstrong,FWD,23.0,2,20.0,0.5328947368421053,11.563167594452004,48.47019650364056,6.161951152306661,25.829512610492667,298.67098319813823,0.004143646408839779,0.0017543859649122807,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652
cody-angove,Cody Angove,MID,24.0,2,20.0,0.3333333333333333,9.614513159794225,44.73150144504075,3.204837719931408,14.910500481680248,143.35720310023288,0.004143646408839779,0.001,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652
sam-marshall,Sam Marshall,MID,25.0,2,20.0,0.7268041237113402,13.02307908357029,60.45807545889446,9.465227581357787,43.941178555175874,572.2494433493382,0.05142857142857143,0.0017543859649122807,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652
ned-bowman,Ned Bowman,FWD,26.0,2,20.0,0.18181818181818182,7.158033919390318,29.049484696656922,1.3014607126164215,5.281724490301259,37.80676305445095,0.0010162601626016261,0.001,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652
matt-whitlock,Matt Whitlock,DEF,27.0,2,20.0,0.25136612021857924,8.856209887538503,37.83254997243723,2.2261511192719734,9.509821304547064,84.220973466054,0.00375234521575985,0.001,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652
thomas-sims,Thomas Sims,FWD,28.0,2,20.0,0.5328947368421053,13.566958360424552,55.04745253508956,7.2297607052262425,29.334497732514834,397.9799092609972,0.004143646408839779,0.0017543859649122807,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652
lachie-jaques,Lachie Jaques,DEF,29.0,2,20.0,0.8354430379746836,14.614504943411882,62.954188681904526,12.209586408420053,52.59463864564176,768.644606483693,0.03914590747330961,0.013824884792626729,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652
