vnext_rank,key,player,position_forecast,position_utility,pick,tenure,age,five_year_utility_mean,five_year_utility_median,five_year_utility_p10,five_year_utility_p90,expected_games_5y_mc,expected_points_5y_mc,p_zero_meaningful_5y,p_90_any_5y_mc,p_100_any_5y_mc,p_110_any_5y_mc,exp_90_seasons_5y_mc,exp_100_seasons_5y_mc,exp_110_seasons_5y_mc,future_value_y1_mean,future_value_y2_mean,future_value_y1_p10,future_value_y1_p90,future_value_y2_p10,future_value_y2_p90
167,sam-durham,Sam Durham,MID,MID,9.0,5,25.0,225.0619260846837,131.33465227281013,0.9384668229233177,593.6975829270183,61.64,4397.278593612335,0.021666666666666667,0.3283333333333333,0.10333333333333333,0.02,0.45,0.11166666666666666,0.02,77.06454328834242,61.71834525242278,0.0,277.7266983808534,0.0,229.04561829138515
168,angus-clarke,Angus Clarke,DEF,DEF,39.0,2,20.0,221.2098696288086,150.8603775678297,0.8953380322363362,556.0256340020244,59.028333333333336,4179.753208517736,0.041666666666666664,0.35333333333333333,0.12,0.03666666666666667,0.41333333333333333,0.12666666666666668,0.03666666666666667,22.99862584532666,51.49609446513703,0.0,73.69693864416331,0.0,192.27257147523352
169,alix-tauru,Alix Tauru,DEF,DEF,10.0,2,20.0,220.29643879264293,132.21300819850214,2.0645721376595736,567.8045015212032,63.92,4472.10337477544,0.015,0.33,0.13166666666666665,0.03,0.42,0.14666666666666667,0.03166666666666667,15.876299205698508,44.80003820522789,0.0,35.82267886410977,0.0,154.83085749791678
170,cooper-trembath,Cooper Trembath,FWD,FWD,10.0,1,21.0,220.1729797618671,132.60793500609572,3.094369808501793,567.9891769372317,56.87,3649.8610086334775,0.02,0.165,0.041666666666666664,0.013333333333333334,0.18833333333333332,0.043333333333333335,0.013333333333333334,40.18771159615325,49.98558818448669,0.0,146.45937176932173,0.0,186.2755295087767
171,tom-sparrow,Tom Sparrow,MID,MID,27.0,8,26.0,216.17696682280987,135.78496414953466,1.7002852080808617,521.9119051952046,56.67,4036.871371851596,0.015,0.3233333333333333,0.13,0.025,0.40166666666666667,0.13833333333333334,0.025,81.33280315135586,65.07262109593051,0.0,275.878843631632,0.0,242.64060650239645
172,ben-king,Ben King,FWD,FWD,6.0,8,26.0,212.95542115559468,141.0612856895484,1.9920865349037793,544.5405290896041,52.88333333333333,3355.8594274288253,0.02666666666666667,0.12,0.02666666666666667,0.0016666666666666668,0.135,0.02666666666666667,0.0016666666666666668,74.9277567466824,67.429549296057,0.0,252.97490107006303,0.0,244.0022749855996
173,justin-mcinerney,Justin McInerney,MID,MID,44.0,8,26.0,212.41117547057564,121.10849026655063,0.8164005790481929,534.4764950204345,48.83,3499.4261812850164,0.041666666666666664,0.3433333333333333,0.11333333333333333,0.02666666666666667,0.41,0.12166666666666667,0.02666666666666667,105.73663028979907,57.19590801902084,0.0,350.1327883463815,0.0,218.85286707870344
174,wil-powell,Wil Powell,DEF,DEF,19.0,9,27.0,212.1291909841579,129.52240315618468,1.427107664111513,559.2276303242588,55.596666666666664,3847.8328701660603,0.03166666666666667,0.265,0.08166666666666667,0.011666666666666667,0.3433333333333333,0.08833333333333333,0.013333333333333334,81.98007311152098,69.36337169645904,0.0,278.01160606645306,0.0,248.16773438064968
175,angus-sheldrick,Angus Sheldrick,MID,MID,18.0,5,23.0,211.49289713456753,127.54941419369239,1.0122105980906986,537.8250304700676,58.708333333333336,4208.492462239104,0.03,0.335,0.11666666666666667,0.023333333333333334,0.415,0.12333333333333334,0.023333333333333334,57.4573290013868,52.9961876006195,0.0,203.98331669491247,0.0,207.6764474723653
176,oliver-henry,Oliver Henry,FWD,FWD,18.0,6,24.0,209.52389197912393,146.14288592892171,1.4305964069776522,551.1904127213277,51.755,3308.700838435328,0.023333333333333334,0.13333333333333333,0.03833333333333333,0.01,0.15333333333333332,0.04,0.01,54.20144421198462,62.292188792664504,0.0,180.07689914593217,0.0,199.33734317598928
177,tom-brown,Tom Brown,DEF,DEF,17.0,5,23.0,208.1149111961959,114.6921228276318,1.2678825303365235,553.6088409349667,60.31,4198.43669491882,0.035,0.275,0.09,0.023333333333333334,0.33666666666666667,0.09833333333333333,0.025,47.98829313264223,54.941460188375764,0.0,166.9525201007056,0.0,184.14913246545493
178,elijah-tsatas,Elijah Tsatas,MID,MID,5.0,4,22.0,206.3903879865269,121.2578257732293,1.1936149673756653,556.2141705343569,53.295,3885.6277527906714,0.04,0.35,0.12833333333333333,0.03166666666666667,0.4583333333333333,0.14333333333333334,0.03166666666666667,43.67028948939096,53.85748882596336,0.0,167.81664066366437,0.0,192.42979126920898
179,tristan-xerri,Tristan Xerri,RUC,RUC,71.0,9,27.0,205.89158084128047,130.83906185444408,0.0,550.766865493835,33.205,2412.745838280486,0.13833333333333334,0.3283333333333333,0.13166666666666665,0.03166666666666667,0.36666666666666664,0.13333333333333333,0.03166666666666667,147.0796030387108,35.54628802432553,0.0,443.08251370345187,0.0,143.85751579357532
180,lachie-neale,Lachie Neale,MID,MID,73.0,15,33.0,202.37570682725712,132.29833906997135,0.11461052990816739,516.4876750381006,34.248333333333335,2444.4949069255017,0.065,0.35333333333333333,0.14833333333333334,0.028333333333333332,0.4033333333333333,0.15833333333333333,0.028333333333333332,148.7947083796752,46.27028887320947,0.0,429.6822161383688,0.0,161.58794434651352
181,cooper-hynes,Cooper Hynes,MID,MID,20.0,2,20.0,202.2354631917493,120.2574026015584,0.7103587738738385,522.9764393008841,61.81333333333333,4370.338388454549,0.015,0.36,0.14,0.035,0.455,0.14333333333333334,0.035,17.299172134687552,46.000436074536736,0.0,46.51663717294513,0.0,161.8603812257337
182,hamish-davis,Hamish Davis,MID,MID,65.0,2,20.0,201.1467319386258,117.76024994099431,1.018956087768214,514.9750722509793,61.04,4359.729652998975,0.03166666666666667,0.3433333333333333,0.125,0.021666666666666667,0.44666666666666666,0.13666666666666666,0.021666666666666667,26.25256184812393,53.11681455907489,0.0,72.93561623593664,0.0,202.14146239884647
183,christian-moraes,Christian Moraes,MID,MID,38.0,2,20.0,200.99446307068854,122.72643848727344,1.222431099585952,553.5773444283775,59.33166666666666,4243.789846327709,0.023333333333333334,0.3416666666666667,0.13166666666666665,0.035,0.45,0.14333333333333334,0.035,21.002718203478235,50.34230380976394,0.0,52.18171501562395,0.0,193.57908470696844
184,caiden-cleary,Caiden Cleary,MID,FWD,24.0,3,21.0,198.93797405274296,118.28097026574449,1.0975098369512029,504.8020206364865,50.41833333333334,3262.3374763911543,0.05333333333333334,0.155,0.03333333333333333,0.0016666666666666668,0.16333333333333333,0.03666666666666667,0.0016666666666666668,24.487285737789655,53.78096223450042,0.0,79.53597665331225,0.0,194.45167687425013
185,ben-ainsworth,Ben Ainsworth,FWD,FWD,4.0,10,28.0,195.1504553438293,111.06963122523058,1.301798775979976,515.9884328088956,46.52,2942.9089913935472,0.028333333333333332,0.12333333333333334,0.021666666666666667,0.005,0.14333333333333334,0.023333333333333334,0.005,88.38914390248654,56.10890721180594,0.0,297.80772653758714,0.0,205.0026834185498
186,daniel-rioli,Daniel Rioli,FWD,DEF,15.0,11,29.0,192.0616182994092,101.63388870868962,0.9076932877985481,510.44859505284296,48.86333333333334,3325.2758336697816,0.02666666666666667,0.27166666666666667,0.06166666666666667,0.011666666666666667,0.32666666666666666,0.06666666666666667,0.011666666666666667,92.99057762295854,50.08478959687357,0.0,320.27238180223054,0.0,180.71227846223567
187,lachy-dovaston,Lachy Dovaston,FWD,FWD,16.0,1,19.0,189.1441052536458,118.61615337485668,1.0206493306529985,474.72080224255564,51.93666666666667,3295.956974831839,0.04833333333333333,0.14333333333333334,0.045,0.011666666666666667,0.15666666666666668,0.04666666666666667,0.011666666666666667,13.142882277074714,37.102749266665185,0.0,17.684710526743583,0.0,121.12013956981801
188,dylan-moore,Dylan Moore,MID,FWD,66.0,9,27.0,188.40122210883393,125.47199910681364,0.0,470.2340000497671,35.835,2347.383357241797,0.11166666666666666,0.12333333333333334,0.023333333333333334,0.008333333333333333,0.12666666666666668,0.023333333333333334,0.008333333333333333,100.63968859446581,52.80667007779894,0.0,334.3758085692548,0.0,200.81675751251305
189,kane-mcauliffe,Kane McAuliffe,MID,MID,40.0,3,21.0,184.00390413180648,113.20746776403848,0.5382328504768475,466.7371184906886,50.56,3679.4128392341167,0.058333333333333334,0.32,0.105,0.02666666666666667,0.39,0.11166666666666666,0.02666666666666667,36.606303069058846,47.137887886337545,0.0,117.83866820405139,0.0,179.33849264766675
190,tyler-sonsie,Tyler Sonsie,MID,MID,28.0,5,23.0,180.4961485235035,94.29451676781508,0.7788144465050446,485.2137723723565,54.32,3833.7971410521773,0.02666666666666667,0.29,0.08666666666666667,0.02,0.3616666666666667,0.095,0.02,49.71116189629307,52.615411660181614,0.0,183.16315855584554,0.0,174.32760594153243
191,caleb-daniel,Caleb Daniel,DEF,DEF,46.0,12,30.0,179.83839451699964,82.37747320346676,0.3143702587015483,497.03918854195615,44.495,2987.972385979342,0.041666666666666664,0.24666666666666667,0.08166666666666667,0.015,0.285,0.08833333333333333,0.015,113.85421457674718,40.3522715211433,0.0,370.1168318590327,0.0,145.9712757893077
192,matt-carroll,Matt Carroll,MID,MID,8.0,3,21.0,178.89146311147903,104.82846389491712,0.7940410631139733,476.6374089824185,58.865,4159.3800496882595,0.03333333333333333,0.2816666666666667,0.09166666666666666,0.016666666666666666,0.3433333333333333,0.09666666666666666,0.016666666666666666,26.56413824816281,47.60577279398327,0.0,86.84897706015174,0.0,160.07644949030376
193,neil-erasmus,Neil Erasmus,MID,MID,10.0,5,23.0,178.5923092187263,93.0318464641947,0.8997973001059366,507.819870546105,59.55166666666667,4166.143222482622,0.03833333333333333,0.26666666666666666,0.08666666666666667,0.02,0.3383333333333333,0.09833333333333333,0.02,45.23653271282238,43.16749896952803,0.0,148.99986649953988,0.0,148.15493086499538
194,patrick-voss,Patrick Voss,FWD,FWD,6.0,5,23.0,175.1920646926247,88.14355946063053,0.801971595155135,464.8653220063329,43.955,2810.3209517923533,0.065,0.12,0.03833333333333333,0.006666666666666667,0.12333333333333334,0.04,0.006666666666666667,55.23426361484348,53.37609825436698,0.0,195.395945560876,0.0,177.58223110821305
195,jarrod-berry,Jarrod Berry,MID,MID,17.0,10,28.0,170.85157306755593,84.50884348049438,0.5191113175873915,454.634814082588,47.696666666666665,3320.8359078242815,0.03833333333333333,0.27,0.085,0.021666666666666667,0.31333333333333335,0.09166666666666666,0.025,79.16144305095169,44.61812894273305,0.0,244.7500175994598,0.0,151.15121459424643
196,jy-simpkin,Jy Simpkin,FWD,MID,12.0,10,28.0,170.45117756977197,87.5798420690814,0.804262279667558,479.8697037501925,50.84166666666667,3509.6424929357895,0.02666666666666667,0.25333333333333335,0.08,0.013333333333333334,0.2966666666666667,0.08,0.013333333333333334,80.45377484832986,46.604239994526424,0.0001645777847648587,241.63805206552553,0.0,176.06633345989778
197,brayden-maynard,Brayden Maynard,DEF,DEF,30.0,12,30.0,168.03573689155974,76.6856116491569,0.5833336545211587,473.8805349981184,46.736666666666665,3118.712093044833,0.04,0.225,0.056666666666666664,0.01,0.275,0.06166666666666667,0.01,88.96585876667149,47.15082878098922,0.0,304.2351881564658,0.0,160.39396710123825
198,xavier-duursma,Xavier Duursma,MID,MID,18.0,8,26.0,166.45290845592268,85.0133112643947,0.41314655838301306,481.26958991034377,53.35666666666667,3693.3351946940197,0.045,0.25666666666666665,0.06333333333333334,0.006666666666666667,0.3,0.07,0.006666666666666667,65.06220872730975,49.1894144563426,0.0,227.28874086215356,0.0,181.35045303628277
199,latrelle-pickett,Latrelle Pickett,FWD,FWD,12.0,1,21.0,163.96145432179802,82.10410467200353,0.43953259495895153,463.1654208137006,55.64666666666667,3388.7554752000538,0.03166666666666667,0.12166666666666667,0.03,0.0,0.13333333333333333,0.03,0.0,13.733142991971778,30.710318242489734,0.0,28.932257974642802,0.0,114.39449024766142
200,will-hayward,Will Hayward,FWD,FWD,21.0,10,28.0,163.87790250525813,83.70504370056098,0.5858985011768703,445.3020240025075,44.40833333333333,2727.8413718362417,0.03166666666666667,0.09333333333333334,0.025,0.0033333333333333335,0.105,0.02666666666666667,0.0033333333333333335,77.5456992940109,41.03425057068029,0.0,257.33288855375986,0.0,150.8956862162195
201,dyson-sharp,Dyson Sharp,MID,MID,13.0,1,19.0,163.46935764716935,87.70834808210967,0.6367947846529491,457.8597826981825,57.263333333333335,3975.5192829242137,0.03333333333333333,0.30333333333333334,0.12333333333333334,0.02666666666666667,0.36,0.13166666666666665,0.02666666666666667,10.566657628967459,25.82324502288724,0.0,13.08909774118961,0.0,82.45756704883499
202,archer-day-wicks,Archer Day-Wicks,FWD,FWD,2.0,2,20.0,161.0036948786344,86.6483083256984,0.6600042166358505,422.8629519545646,52.065,3209.693300670448,0.04666666666666667,0.11333333333333333,0.02666666666666667,0.005,0.11666666666666667,0.02666666666666667,0.005,22.282420297889438,33.135917202895435,0.0,51.02227951321462,0.0,99.44925348402305
203,wayne-milera,Wayne Milera,FWD,DEF,11.0,11,29.0,160.59235980275025,72.06976739702347,0.20047756724155855,427.07985174408685,38.51,2618.8931314379315,0.06333333333333334,0.225,0.075,0.013333333333333334,0.25,0.07666666666666666,0.013333333333333334,102.68953070586394,42.4197766282916,0.0,332.9118070686839,0.0,161.78236177150885
204,sam-davidson,Sam Davidson,FWD,FWD,51.0,2,25.0,160.50237649145177,82.90232018037766,0.34842916903149973,448.69645806123793,50.13166666666667,3082.9614466356725,0.045,0.1,0.023333333333333334,0.006666666666666667,0.10333333333333333,0.023333333333333334,0.006666666666666667,37.599267567651275,49.58309717512353,0.0,126.80080485480258,0.0,175.1352372184072
205,talor-byrne,Talor Byrne,FWD,FWD,45.0,1,19.0,160.37538728828727,80.23335895552137,0.08271170969401154,434.40538338143017,49.43,3038.6627697041536,0.06,0.14333333333333334,0.04,0.01,0.15,0.04,0.01,11.491635882019585,34.065927694783724,0.0,19.846991715472033,0.0,113.8546091521743
206,jacob-weitering,Jacob Weitering,DEF,DEF,1.0,11,29.0,160.30476275886232,77.39474826219359,0.30018673411880675,425.8152553838348,48.29833333333333,3224.6303701299144,0.04,0.21333333333333335,0.06333333333333334,0.01,0.24,0.06666666666666667,0.01,75.28325976368352,47.48413667517291,0.0,254.32122867206513,0.0,156.29450538499046
207,lachie-jaques,Lachie Jaques,DEF,DEF,29.0,2,20.0,159.83603032242308,84.62636813716736,0.16985365066855096,424.60130287399227,56.61,3815.111880006809,0.04,0.22166666666666668,0.065,0.016666666666666666,0.255,0.065,0.016666666666666666,22.314954513008935,32.93858589805771,0.0,67.3219233856491,0.0,106.0057637039725
208,tim-kelly,Tim Kelly,MID,MID,24.0,9,32.0,159.53796150739925,76.94234390190775,0.18289989595710343,459.9414074495094,42.595,2921.8004636203495,0.045,0.24333333333333335,0.07333333333333333,0.016666666666666666,0.2916666666666667,0.07666666666666666,0.016666666666666666,88.30152161105275,43.486548522026766,0.0,274.3688795080003,0.0,151.88831606319002
209,patrick-lipinski,Patrick Lipinski,MID,FWD,28.0,10,28.0,159.05275304132894,80.03919550813899,0.005826269336599667,422.4056130911558,34.515,2194.845409300807,0.09833333333333333,0.09,0.023333333333333334,0.006666666666666667,0.095,0.025,0.006666666666666667,87.3963315138347,47.346374621396464,0.0,310.11866892183457,0.0,152.60697108032304
210,james-peatling,James Peatling,MID,MID,8.0,5,26.0,158.42330711345542,78.23978981541303,0.5076147379567197,444.81956800833194,55.67333333333333,3794.6333706189193,0.02,0.23166666666666666,0.06666666666666667,0.02,0.28833333333333333,0.07,0.02,59.12589080821078,46.30100373708979,0.000257301400833037,188.13530975832805,1.0064259529801772e-05,147.81187630582454
211,miles-bergman,Miles Bergman,DEF,DEF,14.0,7,25.0,156.7015234231213,73.49613286358485,0.5277082760843781,422.36708848930965,54.59166666666667,3667.105766526467,0.03166666666666667,0.225,0.04833333333333333,0.013333333333333334,0.25333333333333335,0.051666666666666666,0.013333333333333334,43.925177532487595,42.94021925420497,0.0,152.36903712459744,0.0,157.20152233169
212,ned-long,Ned Long,MID,MID,4.0,5,23.0,155.89514345911127,76.12172113562627,0.23780081674012923,406.0793566309645,54.211666666666666,3755.385165136104,0.05,0.24,0.06333333333333334,0.015,0.2966666666666667,0.07,0.016666666666666666,34.01955254582077,45.10369160089147,0.0,123.28406243216732,0.0,157.2415061814833
213,karl-worner,Karl Worner,DEF,DEF,5.0,5,24.0,154.78040702776494,62.0405951012526,0.4827281220267889,422.1152606407504,56.96,3770.9262986777458,0.028333333333333332,0.205,0.055,0.011666666666666667,0.24,0.065,0.011666666666666667,40.60236605622967,48.56085515380466,0.0,125.59153152953195,1.3810903246973567e-05,163.50174127515177
214,rhylee-west,Rhylee West,MID,FWD,26.0,8,26.0,153.16655181029117,92.06642363419643,0.46621775890544065,409.0901570307837,41.88666666666666,2627.8218897761826,0.058333333333333334,0.08666666666666667,0.01,0.0,0.09333333333333334,0.01,0.0,61.19058565821232,49.03289326136013,0.0,219.8266229919088,0.0,176.7339875101312
215,jordan-de-goey,Jordan De Goey,FWD,FWD,6.0,12,30.0,152.2755964677112,76.03219517483706,0.0010014824810393955,416.44700981801935,28.658333333333335,1810.4007124697541,0.09833333333333333,0.12333333333333334,0.025,0.0016666666666666668,0.125,0.025,0.0016666666666666668,95.76544345297746,44.085131072850736,0.0,303.8736404154768,0.0,146.91158662322562
216,braeden-campbell,Braeden Campbell,DEF,DEF,5.0,6,24.0,152.13348623411423,73.45982204026036,0.3377305883902275,443.65060498485394,56.44,3809.0441474330873,0.051666666666666666,0.21,0.06666666666666667,0.02,0.23166666666666666,0.06833333333333333,0.02,25.12749170812825,33.01650956236773,0.0,79.30130373755078,0.0,100.37774067419936
217,bailey-dale,Bailey Dale,FWD,DEF,45.0,12,30.0,151.92664250085826,63.655914498869215,0.08006547655195019,406.8972803818139,37.001666666666665,2465.2769913431507,0.06666666666666667,0.20666666666666667,0.07166666666666667,0.011666666666666667,0.22333333333333333,0.07166666666666667,0.011666666666666667,101.82195120125205,38.33027514359919,0.0,321.3920459182071,0.0,134.1587402076708
218,sam-de-koning,Sam De Koning,DEF,DEF,19.0,7,25.0,151.16156197470386,64.99803924931909,0.6777259363915371,399.8164010301665,54.43666666666667,3622.6686582177763,0.02666666666666667,0.17833333333333334,0.041666666666666664,0.013333333333333334,0.205,0.043333333333333335,0.013333333333333334,50.51816694851256,45.64598099025417,0.0,178.02452461483318,0.0,172.25415630245584
219,jye-caldwell,Jye Caldwell,MID,MID,11.0,8,26.0,150.69519406392607,75.76137302749109,0.03385924397085829,428.26526368227195,39.208333333333336,2778.3831386741135,0.08833333333333333,0.25333333333333335,0.06666666666666667,0.01,0.28833333333333333,0.06833333333333333,0.01,75.07358524788484,45.21468113448271,0.0,254.12073578157046,0.0,155.0049431945595
220,jack-higgins,Jack Higgins,FWD,FWD,17.0,9,27.0,148.8645653115593,67.89531903904084,0.01610257070946311,412.1063453213784,37.97833333333333,2381.616671469569,0.095,0.09,0.013333333333333334,0.0016666666666666668,0.09666666666666666,0.013333333333333334,0.0016666666666666668,64.7836364325461,50.47164522709411,0.0,231.42971845735508,0.0,196.83717582686833
221,thomas-stewart,Thomas Stewart,DEF,DEF,40.0,10,33.0,148.52634316067665,60.08006593309151,0.12628470863533986,437.7461630192738,41.13666666666666,2686.4151597067876,0.04833333333333333,0.2,0.058333333333333334,0.011666666666666667,0.22833333333333333,0.06,0.011666666666666667,96.79851368776447,34.449282052107634,0.0,329.50749568918764,0.0,136.17263626101487
222,jake-rogers,Jake Rogers,MID,FWD,14.0,3,21.0,146.03443770338262,82.375580906366,0.2265638834090021,423.1133230174616,45.94833333333333,2847.088668217225,0.06166666666666667,0.12,0.021666666666666667,0.0016666666666666668,0.12333333333333334,0.021666666666666667,0.0016666666666666668,15.954924698603836,28.82268792815815,0.0,40.99837115500868,0.0,110.91993735223441
223,harry-sharp,Harry Sharp,FWD,FWD,45.0,6,24.0,144.97741428575563,82.42146324725402,0.3975280509070228,372.90411056927695,41.788333333333334,2577.294780187342,0.05333333333333334,0.065,0.013333333333333334,0.0,0.06666666666666667,0.013333333333333334,0.0,59.651750743479155,44.90246708153401,0.0,214.9226524116787,0.0,166.908263189897
224,tom-mccartin,Tom McCartin,FWD,DEF,33.0,9,27.0,144.70739318794716,64.00453587961924,0.1894709740261489,428.21274836625685,46.57,3093.111929631657,0.04,0.19166666666666668,0.041666666666666664,0.0033333333333333335,0.215,0.043333333333333335,0.0033333333333333335,71.11052125661811,41.26500782320179,0.0,254.78386578875802,0.0,149.4394620904647
225,jesse-motlop,Jesse Motlop,FWD,FWD,27.0,5,23.0,140.56611228854695,65.07849253577501,0.00902303168415564,374.94576264384875,43.641666666666666,2683.317268637619,0.09333333333333334,0.08666666666666667,0.023333333333333334,0.005,0.09333333333333334,0.023333333333333334,0.005,21.256886993412838,40.28037461130354,0.0,62.256737291572065,0.0,135.1559506365876
226,lachlan-jones,Lachlan Jones,DEF,DEF,16.0,6,24.0,139.63207986203952,60.72216437910457,0.3907429839141178,390.8334559322146,57.11833333333333,3749.0763311412356,0.03,0.19333333333333333,0.056666666666666664,0.008333333333333333,0.225,0.06333333333333334,0.008333333333333333,35.259994256129964,33.99380426869133,0.0,94.45955416808181,0.0,112.62766089243287
227,jeremy-cameron,Jeremy Cameron,FWD,FWD,13.0,15,33.0,137.58713222504525,69.73910722379787,0.12215979561056128,384.1014686670218,33.64666666666667,2012.3174028845733,0.06833333333333333,0.07333333333333333,0.02,0.0,0.07666666666666666,0.02,0.0,89.01717712284368,36.999100821492796,0.0,277.53647667307746,0.0,128.8800398078013
228,taj-hotton,Taj Hotton,MID,MID,12.0,2,20.0,135.45819536776654,69.63847540711822,0.09521341354507339,365.49515784294135,48.28,3381.5615116602385,0.07333333333333333,0.25833333333333336,0.08,0.02666666666666667,0.30666666666666664,0.085,0.028333333333333332,11.522263789446589,27.240377910302424,0.0,13.630926151776242,0.0,81.19289358144289
229,ben-keays,Ben Keays,MID,FWD,24.0,11,29.0,133.83470701221532,53.63530920741246,0.0,399.2714697182293,29.815,1885.9254272340972,0.16166666666666665,0.08833333333333333,0.013333333333333334,0.0016666666666666668,0.09,0.013333333333333334,0.0016666666666666668,82.94935107215036,30.225194540078586,0.0,281.013863151582,0.0,113.87538032582052
230,kade-chandler,Kade Chandler,FWD,FWD,11.0,8,26.0,132.73003371161303,52.08360499017391,0.05325519665339893,372.5935508736073,36.656666666666666,2234.025869234787,0.08333333333333333,0.06333333333333334,0.016666666666666666,0.0,0.065,0.016666666666666666,0.0,69.18721722185148,37.437249129599046,0.0,246.22371014644378,0.0,126.87393909587487
231,josh-battle,Josh Battle,FWD,DEF,39.0,10,28.0,131.16726186724432,55.791179206834045,0.12378453643119847,370.83414699262715,46.04666666666667,3005.3213637317895,0.05333333333333334,0.145,0.03,0.008333333333333333,0.16166666666666665,0.03166666666666667,0.008333333333333333,74.41902604224582,36.217191145003795,0.0,252.91936049578055,0.0,121.73650999936052
232,clay-hall,Clay Hall,MID,MID,38.0,3,21.0,131.1012557120759,59.13443766976246,0.005315033195287197,354.18143470382944,46.538333333333334,3220.5317825299007,0.095,0.23833333333333334,0.06666666666666667,0.013333333333333334,0.2733333333333333,0.07166666666666667,0.013333333333333334,17.528983842994194,35.16451588444095,0.0,45.54075607852168,0.0,131.72852085874942
233,tom-atkins,Tom Atkins,MID,MID,8.0,8,31.0,130.9006195203875,47.56359721363545,0.2639272089934793,360.1380895976863,45.52333333333333,3000.00104189239,0.02666666666666667,0.22166666666666668,0.055,0.01,0.24333333333333335,0.056666666666666664,0.01,70.44961212491786,34.945953688033676,0.0,235.24473935342124,0.0,133.23304603186597
234,luke-parker,Luke Parker,MID,DEF,49.0,16,34.0,130.65126157606161,50.67029984849164,0.038276441985932386,351.4289591729491,29.945,1983.8064281068516,0.07,0.18,0.06166666666666667,0.018333333333333333,0.195,0.06333333333333334,0.018333333333333333,94.42094793829519,31.999673320935035,0.0,283.4532714344184,0.0,102.8359310639552
235,kane-farrell,Kane Farrell,DEF,DEF,51.0,9,27.0,129.60322575565084,44.15618977514145,0.00990465420243343,374.77488128995975,39.88166666666667,2620.691694901889,0.08,0.17166666666666666,0.04833333333333333,0.005,0.185,0.051666666666666666,0.005,71.9902689153355,35.16784263754932,0.0,261.6184712037332,0.0,123.55037471004289
236,hugh-boxshall,Hugh Boxshall,MID,MID,45.0,2,20.0,126.93138813596973,55.63930760268558,0.08682584257695962,344.4795305112388,51.23,3483.671457179932,0.06666666666666667,0.21333333333333335,0.07,0.018333333333333333,0.25833333333333336,0.07333333333333333,0.018333333333333333,16.423797650011124,29.096291037924825,0.0,47.613394197765004,0.0,97.78046419749565
237,max-gawn,Max Gawn,RUC,RUC,33.0,17,35.0,126.21412395908624,45.359833042943535,0.0,358.48996571749433,21.128333333333334,1446.460700271622,0.16833333333333333,0.21,0.085,0.011666666666666667,0.21333333333333335,0.085,0.011666666666666667,115.91210526189558,8.944723027852012,0.0,352.72842767311073,0.0,10.390603092704094
238,cooper-lord,Cooper Lord,MID,MID,9.0,2,21.0,125.5960158471266,48.16868106861972,0.27725775370430067,369.84971185035363,60.17666666666667,3993.2894062859364,0.013333333333333334,0.24166666666666667,0.06666666666666667,0.015,0.285,0.07,0.015,21.682181905265896,30.975703613546575,0.0,58.491733889278095,0.0,114.93867305389344
239,bayley-fritsch,Bayley Fritsch,FWD,FWD,31.0,9,30.0,124.4922575199915,49.19600885150584,0.16476175087464096,361.6630627756465,40.13666666666666,2375.329083332978,0.04,0.065,0.006666666666666667,0.0016666666666666668,0.06833333333333333,0.006666666666666667,0.0016666666666666668,64.81097096296615,32.31645812801503,0.0,223.26051528524863,0.0,104.32170897575665
240,tom-de-koning,Tom De Koning,RUC,RUC,30.0,9,27.0,124.44596834296097,41.65347760180237,0.030075400351689766,357.44602870113545,42.89333333333333,2842.1454588001825,0.07833333333333334,0.15333333333333332,0.03,0.005,0.165,0.03166666666666667,0.005,65.87148243262713,33.5810076699404,0.0,237.2267373717913,0.0,143.2002041487592
241,elijah-hewett,Elijah Hewett,MID,MID,14.0,4,22.0,123.24145423512353,44.51098950630286,0.11993812133292628,367.0395422074258,50.38666666666666,3409.52602108276,0.055,0.22166666666666668,0.07166666666666667,0.01,0.26166666666666666,0.075,0.01,16.10752359598057,37.59344131943695,0.0,37.3960697959318,0.0,139.59652518103684
242,archie-may,Archie May,FWD,FWD,6.0,1,22.0,121.33623561292644,47.25694510162853,0.18383968768697068,357.63917327991885,51.57333333333333,3021.9541156055357,0.035,0.08833333333333333,0.015,0.0016666666666666668,0.08833333333333333,0.015,0.0016666666666666668,15.895824486027596,28.994280041697888,0.0,40.6902573946362,0.0,90.71482518827132
243,zac-taylor,Zac Taylor,FWD,FWD,44.0,5,23.0,118.71101723095242,56.144829901106284,0.03894592432640936,345.337757187509,39.278333333333336,2378.3695267276325,0.08666666666666667,0.05,0.01,0.0016666666666666668,0.05,0.01,0.0016666666666666668,36.4107323992557,39.248553667381884,0.0,119.76949546438001,0.0,143.99244882980727
244,will-day,Will Day,MID,MID,13.0,7,25.0,118.02512487003733,43.24284859509521,0.0,353.0765428744978,32.225,2268.84023368436,0.13166666666666665,0.225,0.07666666666666666,0.0033333333333333335,0.25333333333333335,0.07666666666666666,0.0033333333333333335,64.78147917127428,28.034872517518185,0.0,237.72635334174544,0.0,85.9075591987142
245,liam-duggan,Liam Duggan,DEF,DEF,12.0,12,30.0,117.93968537616762,42.99775667499383,0.058187183612634794,348.140021811406,42.406666666666666,2728.855344966296,0.055,0.15666666666666668,0.03166666666666667,0.0033333333333333335,0.17333333333333334,0.03333333333333333,0.0033333333333333335,66.50475171898114,32.802677866294324,0.0,223.42739815169276,0.0,105.56074680348993
