model,n,brier_meaningful,mae_games,mae_total_points,mae_cond_games_meaningful,mae_cond_avg_meaningful,bias_games,bias_total_points,bias_cond_games_meaningful,bias_cond_avg_meaningful
current_vnext,20094,0.177623737484,5.881987417376,452.366189484407,5.241179504394,14.559723129420,-2.176611896979,-187.766008816801,-2.479928497926,-6.268075324722
conditional_calibrated,20094,0.177623737484,6.083170728138,469.970451067849,4.667766141015,12.525814514367,-1.422224896112,-101.846167039292,-0.821455851401,1.428523381657
