metric,difference_candidate_minus_current,ci_low,ci_high,probability_candidate_better,repetitions,player_blocks,seed
mae_games,0.201183310762,0.156951013816,0.250571363993,0.000000000000,1000,1440,3008
mae_total_points,17.604261583442,13.293603231220,22.471184208699,0.000000000000,1000,1440,3008
brier_meaningful,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1000,1440,3008
