threshold,n,actual_any,pred_any,brier_any,mae_seasons
90,6321,0.08827717133364973,0.11699820547538847,0.04743337359788356,0.2038939839545527
100,6321,0.04524600537889575,0.05490886366818505,0.02778585864943726,0.10919904184516376
110,6321,0.023730422401518746,0.0202754190409398,0.01572219707716726,0.048102187079355624
