key,player,position,pick,tenure,age,p_meaningful,cond_games,cond_avg,exp_games,exp_avg,exp_points,p80,p90,p100,p110,p120,lead,forecast_year,games_resid_sd,avg_resid_sd,age_band,tenure_band,draft_pick_band
flynn-perez,Flynn Perez,DEF,35.0,7,25.0,0.025,7.24559168175769,40.40443335203396,0.1811397920439422,1.0101108338008489,7.318850655040755,0.001,0.001,0.001,0.001,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,31-60
keidean-coleman,Keidean Coleman,FWD,37.0,7,26.0,0.3475177304964539,12.171997053465075,61.658164484527205,4.229984791629708,21.42730538823995,260.813098049353,0.0529801324503311,0.0272479564032697,0.0128755364806866,0.0051282051282051,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,31-60
nick-bryan,Nick Bryan,RUC,38.0,7,25.0,0.2098360655737705,9.23185108659987,52.32162442485053,1.9371753099750544,10.978963813739128,101.35615901360822,0.0529801324503311,0.0523255813953488,0.0128755364806866,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,31-60
chad-warner,Chad Warner,MID,39.0,7,25.0,0.7967032967032966,17.910668073342748,81.88872835076431,14.26948830019065,65.24101983989463,1168.5102511187215,0.6492537313432836,0.5,0.3333333333333333,0.0769230769230769,0.0169491525423728,3,2029,5.873711606127564,17.38615574883143,24-26,6+,31-60
francis-evans,Francis Evans,FWD,41.0,7,25.0,0.2717770034843205,12.21941303194362,57.64831073209741,3.320955458158893,15.667485146702433,191.4474721793988,0.0208816705336426,0.0032180209171359,0.0032180209171359,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,31-60
hugo-ralphsmith,Hugo Ralphsmith,MID,46.0,7,25.0,0.2098360655737705,11.180194010986623,58.65219153783183,2.3460079236168654,12.307345109577826,137.59850608524752,0.0529801324503311,0.0272479564032697,0.0128755364806866,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,31-60
jake-riccardi,Jake Riccardi,FWD,51.0,7,27.0,0.4242424242424242,12.872779481985836,59.3126381668421,5.461179174175809,25.16293740411483,323.9169443221833,0.0316455696202531,0.0134357005758157,0.0060882800608828,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,31-60
ryan-byrnes,Ryan Byrnes,DEF,52.0,7,25.0,0.3809523809523809,13.01805344210993,60.00388912085728,4.959258454137116,22.85862442699325,297.5747944037176,0.0208816705336426,0.0134357005758157,0.0060882800608828,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,31-60
jaxon-prior,Jaxon Prior,DEF,59.0,7,25.0,0.5538461538461539,14.974540938609428,64.8240621258512,8.293591904460607,35.90255748508682,537.6243168612109,0.0824175824175824,0.0272479564032697,0.0128755364806866,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,24-26,6+,31-60
jy-farrar,Jy Farrar,FWD,60.0,7,30.0,0.0206185567010309,6.02805939776316,39.0989863523248,0.124289884489962,0.8061646670582433,4.859608497405053,0.001,0.001,0.001,0.001,0.001,3,2029,5.873711606127564,17.38615574883143,30+,6+,31-60
michael-frederick,Michael Frederick,FWD,61.0,7,26.0,0.5220588235294118,13.498316157389016,61.9716307550039,7.04691505275456,32.35283664415645,436.7088176111844,0.0529801324503311,0.0134357005758157,0.0060882800608828,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,61+
riley-garcia,Riley Garcia,MID,62.0,7,25.0,0.0784313725490196,9.999180514830607,54.224340726706885,0.784249452143577,4.252889468761325,42.525409507766526,0.0208816705336426,0.0134357005758157,0.0060882800608828,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,61+
bradley-close,Bradley Close,FWD,10.0,7,28.0,0.4431818181818182,12.648999163623078,57.1406188799751,5.605806447514773,25.32368336726169,320.3192497323488,0.0529801324503311,0.0032180209171359,0.0032180209171359,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,1-10
connor-budarick,Connor Budarick,DEF,11.0,7,25.0,0.4431818181818182,12.989936428807152,62.28453449491108,5.756903644584988,27.603373242062865,358.56606363503295,0.0529801324503311,0.0134357005758157,0.0128755364806866,0.0020855057351407,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,24-26,6+,11-30
malcolm-rosas,Malcolm Rosas,FWD,17.0,7,25.0,0.2717770034843205,10.486447310400491,51.623250307378605,2.8499752272168584,14.030012278660386,147.1249845244441,0.0077294685990338,0.0032180209171359,0.0032180209171359,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,11-30
sam-walsh,Sam Walsh,MID,1.0,8,26.0,0.7967032967032966,16.99879168376868,83.97331795192216,13.54299337443109,66.9018192474105,1137.250088651877,0.6492537313432836,0.514018691588785,0.3684210526315789,0.06,0.0169491525423728,3,2029,5.873711606127564,17.38615574883143,24-26,6+,1-10
jack-lukosius,Jack Lukosius,FWD,2.0,8,26.0,0.5220588235294118,11.92851848215781,63.50166718817027,6.227388325244151,33.15160566441242,395.4495408811512,0.1007957559681697,0.0272479564032697,0.0128755364806866,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,1-10
izak-rankine,Izak Rankine,FWD,3.0,8,26.0,0.7967032967032966,16.204369662484467,75.51423842751088,12.91007473110026,60.162442703236685,974.8944613612884,0.25,0.0916666666666666,0.0238095238095238,0.0129870129870129,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,24-26,6+,1-10
max-king-stk,Max King,FWD,4.0,8,19.0,0.2717770034843205,14.515457880925045,68.31086990377187,3.9449676470806736,18.56532352785437,269.4841717143169,0.0529801324503311,0.0272479564032697,0.0060882800608828,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,<=20,6+,1-10
connor-rozee,Connor Rozee,FWD,5.0,8,26.0,0.7967032967032966,14.794484060874655,76.02396827559625,11.786814224323214,60.568546153634365,896.0803906602946,0.35,0.1826086956521739,0.0643274853801169,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,24-26,6+,1-10
ben-king,Ben King,FWD,6.0,8,26.0,0.7967032967032966,15.15679453634623,66.67782327232004,12.075468174561555,53.12244161805717,805.1659328739405,0.1007957559681697,0.0272479564032697,0.0060882800608828,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,1-10
bailey-smith,Bailey Smith,MID,7.0,8,26.0,0.9086021505376344,18.54323546380069,89.52504256283976,16.848423620335037,81.34264619956946,1508.3558417272488,0.9285714285714286,0.8615384615384616,0.4324324324324324,0.35,0.1538461538461538,3,2029,5.873711606127564,17.38615574883143,24-26,6+,1-10
chayce-jones,Chayce Jones,MID,9.0,8,26.0,0.2717770034843205,9.996500306614648,56.46137807112977,2.7168188986618205,15.344904144766977,153.39533898813545,0.0316455696202531,0.0134357005758157,0.0060882800608828,0.0016090104585679,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,1-10
nick-blakey,Nick Blakey,FWD,10.0,8,26.0,0.9086021505376344,17.898418261922895,81.98069490666451,16.262541324005213,74.48783569476507,1333.2144386902953,0.6190476190476191,0.3018867924528302,0.1403508771929824,0.06,0.0169491525423728,3,2029,5.873711606127564,17.38615574883143,24-26,6+,1-10
jye-caldwell,Jye Caldwell,MID,11.0,8,26.0,0.5220588235294118,14.533248084470092,73.19775858403628,7.587210397039533,38.21353573137189,555.3667949687898,0.25,0.1826086956521739,0.0643274853801169,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,24-26,6+,11-30
zak-butters,Zak Butters,MID,12.0,8,26.0,0.9086021505376344,18.396052818582906,90.1150480854331,16.714693152368334,81.87872648622685,1506.245377158932,0.9285714285714286,0.8615384615384616,0.6904761904761905,0.2,0.0294117647058823,3,2029,5.873711606127564,17.38615574883143,24-26,6+,11-30
isaac-quaynor,Isaac Quaynor,DEF,13.0,8,26.0,0.7967032967032966,16.22883334478504,72.58376056647302,12.929565027438631,57.82772133043179,938.4764521802488,0.1867505533887245,0.0916666666666666,0.0163043478260869,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,24-26,6+,11-30
jordan-clark,Jordan Clark,DEF,15.0,8,26.0,0.8309859154929577,17.89904983165509,80.45263449321752,14.873858310811976,66.85500612816666,1196.6410861836616,0.3880597014925373,0.2222222222222222,0.1403508771929824,0.06,0.0169491525423728,3,2029,5.873711606127564,17.38615574883143,24-26,6+,11-30
sam-sturt,Sam Sturt,FWD,17.0,8,26.0,0.025,8.528182154389395,45.48689949699851,0.2132045538597348,1.137172487424963,9.698014113720166,0.001,0.001,0.001,0.001,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,11-30
xavier-duursma,Xavier Duursma,MID,18.0,8,26.0,0.7647058823529411,15.898304674354629,72.61998413628109,12.157527103918245,55.53292904539142,882.8794254229501,0.1851851851851851,0.0916666666666666,0.0643274853801169,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,24-26,6+,11-30
liam-stocker,Liam Stocker,MID,19.0,8,26.0,0.2717770034843205,12.05708815714153,58.35103715915184,3.276839290094214,15.858470029316528,191.2069711808562,0.0316455696202531,0.0134357005758157,0.0060882800608828,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,11-30
xavier-o-halloran,Xavier O'Halloran,FWD,22.0,8,26.0,0.4242424242424242,12.791544301011992,58.73434521169112,5.426715764065694,24.917600998899264,318.73459705236064,0.0208816705336426,0.0032180209171359,0.0032180209171359,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,11-30
bobby-hill,Bobby Hill,FWD,24.0,8,26.0,0.2717770034843205,11.518701630576343,55.6452316155613,3.130518213187996,15.123094306668229,174.19841104957914,0.0077294685990338,0.0032180209171359,0.0032180209171359,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,11-30
james-rowbottom,James Rowbottom,MID,25.0,8,26.0,0.7967032967032966,16.9644035183822,77.46692478955133,13.515596209700105,61.71815436530188,1047.0116750627828,0.463855421686747,0.2222222222222222,0.1403508771929824,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,24-26,6+,11-30
rhylee-west,Rhylee West,MID,26.0,8,26.0,0.5538461538461539,14.469106488906377,66.03853709702588,8.013658978471224,36.575189776814334,529.2103157326865,0.1007957559681697,0.0523255813953488,0.0128755364806866,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,24-26,6+,11-30
tom-sparrow,Tom Sparrow,MID,27.0,8,26.0,0.7967032967032966,15.154042329594354,72.71892707797834,12.073275482369128,57.935408935751965,877.9556393947443,0.35,0.1875,0.0643274853801169,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,24-26,6+,11-30
james-jordon,James Jordon,MID,33.0,8,26.0,0.6389891696750902,14.52843982930705,66.6639552972197,9.283515703203422,42.59754544262775,618.87587583939,0.1851851851851851,0.0916666666666666,0.0128755364806866,0.0051282051282051,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,24-26,6+,31-60
kieren-briggs,Kieren Briggs,RUC,34.0,8,27.0,0.4300518134715025,12.649992028509878,64.12946394908406,5.440152012260724,27.578992268258943,348.8740323478112,0.2688172043010752,0.1826086956521739,0.0643274853801169,0.0129870129870129,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,27-29,6+,31-60
bailey-williams-wc,Bailey J. Williams,RUC,35.0,8,26.0,0.6389891696750902,12.228877965537462,66.37511732806632,7.81412057725679,42.4129811085478,518.6631701310768,0.3880597014925373,0.25,0.0643274853801169,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,24-26,6+,31-60
laitham-vandermeer,Laitham Vandermeer,FWD,37.0,8,27.0,0.2098360655737705,9.211403465604231,48.68199697968731,1.9328846616349864,10.215238710491764,94.09668525979832,0.0077294685990338,0.0032180209171359,0.0032180209171359,0.0016090104585679,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,31-60
jack-ross,Jack Ross,MID,43.0,8,26.0,0.72,15.552018515874334,75.84922601207813,11.19745333142952,54.611442728696254,849.3181684952949,0.3461538461538461,0.2222222222222222,0.15,0.06,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,24-26,6+,31-60
justin-mcinerney,Justin McInerney,MID,44.0,8,26.0,0.72,15.06188101176418,73.66333095894277,10.844554328470208,53.03759829043879,798.8459946003362,0.35,0.2222222222222222,0.1403508771929824,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,24-26,6+,31-60
bailey-scott,Bailey Scott,MID,49.0,8,26.0,0.2717770034843205,11.551674059688088,58.9853530850763,3.1394793611695846,16.03086251092666,185.18329862189773,0.0529801324503311,0.0272479564032697,0.0128755364806866,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,31-60
noah-answerth,Noah Answerth,DEF,55.0,8,27.0,0.25,11.229072382963569,53.35119259095495,2.807268095740892,13.337798147738738,149.7711008303157,0.0077294685990338,0.0032180209171359,0.0032180209171359,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,31-60
lachlan-schultz,Lachlan Schultz,FWD,57.0,8,29.0,0.4431818181818182,12.549941888028194,60.62639679448285,5.561906064012494,26.868516761191263,337.19832397046184,0.0824175824175824,0.0272479564032697,0.0128755364806866,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,31-60
connor-idun,Connor Idun,DEF,61.0,8,26.0,0.7967032967032966,15.884410016608443,71.59390761858636,12.655161826418814,57.039102223599016,906.0324866988892,0.1851851851851851,0.0916666666666666,0.0643274853801169,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,24-26,6+,61+
lachlan-sholl,Lachlan Sholl,MID,64.0,8,26.0,0.0784313725490196,9.58450579291268,55.45758397206436,0.7517259445421709,4.349614429181518,41.68890469342684,0.0529801324503311,0.0272479564032697,0.0128755364806866,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,61+
darcy-fort,Darcy Fort,RUC,65.0,8,33.0,0.2098360655737705,8.193889380472928,44.5914701623715,1.719373509345139,9.356898657022215,76.66939253993574,0.0208816705336426,0.0134357005758157,0.0060882800608828,0.0051282051282051,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,30+,6+,61+
toby-bedford,Toby Bedford,FWD,75.0,8,26.0,0.3018867924528302,12.294736675125591,57.40123658062145,3.711618618905839,17.32867519414987,213.05149844085352,0.0529801324503311,0.0032180209171359,0.0032180209171359,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,61+
callum-wilkie,Callum Wilkie,DEF,2.0,8,30.0,0.7967032967032966,14.26507238860072,70.44955049739804,11.365030199709365,56.12738913254239,800.6612689588785,0.3880597014925373,0.1875,0.0643274853801169,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,30+,6+,1-10
tom-atkins,Tom Atkins,MID,8.0,8,31.0,0.7547169811320755,13.401701866856207,66.05141579328696,10.114491974985818,49.85012512700903,668.0765149776524,0.3125,0.16,0.0163043478260869,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,30+,6+,1-10
kade-chandler,Kade Chandler,FWD,11.0,8,26.0,0.5220588235294118,13.312677291936804,62.10886976929172,6.950000645055243,32.424483482497884,431.6566849602296,0.0824175824175824,0.0134357005758157,0.0128755364806866,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,24-26,6+,11-30
harry-edwards,Harry Edwards,DEF,13.0,8,26.0,0.0273972602739726,8.100329258829964,44.96845615973988,0.2219268290090401,1.2320124975271198,9.979706880963109,0.001,0.001,0.001,0.001,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,11-30
jordon-sweet,Jordon Sweet,RUC,16.0,8,28.0,0.3475177304964539,10.835953677972013,59.54158525055446,3.765686029933536,20.69175657643382,224.2149157781096,0.2688172043010752,0.1826086956521739,0.0643274853801169,0.06,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,27-29,6+,11-30
jordon-butts,Jordon Butts,DEF,20.0,8,27.0,0.2098360655737705,9.03193652270522,48.16110853199357,1.895226024436505,10.10593752802488,91.27618625554524,0.0077294685990338,0.0032180209171359,0.0032180209171359,0.0016090104585679,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,11-30
callum-brown-ire,Callum M. Brown,FWD,80.0,8,26.0,0.0784313725490196,8.659958692982958,41.09218154232784,0.6792124465084672,3.222916199398262,27.910321157734572,0.0077294685990338,0.001,0.001,0.001,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,61+
mark-keane,Mark Keane,DEF,80.0,8,26.0,0.2098360655737705,10.939416433711536,48.63233589234591,2.2954841041230765,10.204818023311928,111.6347539872542,0.0208816705336426,0.0032180209171359,0.0032180209171359,0.0032180209171359,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,24-26,6+,61+
matt-owies,Matt Owies,FWD,80.0,8,29.0,0.043010752688172,4.633286196497513,31.73834361778179,0.1992811267310758,1.3650900480766364,6.324852876729606,0.001,0.001,0.001,0.001,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,61+
sam-wicks,Sam Wicks,FWD,80.0,8,27.0,0.2717770034843205,9.659117842216562,46.64025790606637,2.625126103459553,12.675749535446608,122.43655850130062,0.0208816705336426,0.0032180209171359,0.0032180209171359,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,61+
buku-khamis,Buku Khamis,DEF,80.0,8,26.0,0.1477272727272727,8.275238277466693,40.29464119048541,1.2224783818984888,5.952617448594435,49.2593277617248,0.0077294685990338,0.001,0.001,0.001,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,61+
matt-cottrell,Matt Cottrell,MID,80.0,8,26.0,0.0273972602739726,5.517316088597947,41.7535941277417,0.1511593448930944,1.1439340856915534,6.31144593528159,0.0077294685990338,0.0032180209171359,0.0032180209171359,0.0016090104585679,0.001,3,2029,5.873711606127564,17.38615574883143,24-26,6+,61+
hayden-mclean,Hayden McLean,FWD,80.0,8,27.0,0.2098360655737705,7.627595466141319,43.64334005490679,1.6005446224034243,9.157946765619783,69.85311322860503,0.0077294685990338,0.001,0.001,0.001,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,61+
ned-reeves,Ned Reeves,RUC,80.0,8,28.0,0.0784313725490196,4.636930231333718,34.93528685726415,0.3636808024575465,2.740022498608953,12.705293158334406,0.0208816705336426,0.0032180209171359,0.0032180209171359,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,61+
john-noble,John Noble,DEF,12.0,7,29.0,0.9086021505376344,13.905727773614778,68.9025936264349,12.634774159897296,62.605044746599454,870.568709501184,0.463855421686747,0.0916666666666666,0.0128755364806866,0.0128755364806866,0.0128755364806866,3,2029,5.873711606127564,17.38615574883143,27-29,6+,11-30
cameron-rayner,Cameron Rayner,FWD,1.0,9,27.0,0.7967032967032966,15.797032105452736,70.11310353943304,12.585547556542014,55.85934073196588,882.4117989322888,0.1521035598705501,0.0568720379146919,0.0128755364806866,0.0051282051282051,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,27-29,6+,1-10
andrew-brayshaw,Andrew Brayshaw,MID,2.0,9,27.0,0.9080459770114944,17.939159710000684,85.2282802418205,16.289581805632807,77.39119700119333,1388.3330431525333,0.7647058823529411,0.514018691588785,0.3684210526315789,0.0769230769230769,0.0169491525423728,3,2029,5.873711606127564,17.38615574883143,27-29,6+,1-10
paddy-dow,Paddy Dow,MID,3.0,9,27.0,0.0784313725490196,8.599957029606532,52.35506717178417,0.6745064336946299,4.10627977817915,35.31382964388293,0.0077294685990338,0.0077294685990338,0.0060882800608828,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,1-10
luke-davies-uniacke,Luke Davies-Uniacke,MID,4.0,9,27.0,0.7967032967032966,16.674361157285915,83.44756415006508,13.284518504431086,66.48294946021667,1108.5607101012397,0.6492537313432836,0.514018691588785,0.3333333333333333,0.0769230769230769,0.0169491525423728,3,2029,5.873711606127564,17.38615574883143,27-29,6+,1-10
adam-cerra,Adam Cerra,MID,5.0,9,27.0,0.7647058823529411,15.452545716197946,76.20952415282818,11.816652606504311,58.27787141098625,900.5414722209704,0.35,0.2222222222222222,0.1403508771929824,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,27-29,6+,1-10
hunter-clark,Hunter Clark,DEF,7.0,9,27.0,0.3475177304964539,11.376188888237897,60.67611484929782,3.9534273441394094,21.086025727770163,239.8786115813573,0.0208816705336426,0.0134357005758157,0.0060882800608828,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,1-10
nicholas-coffield,Nicholas Coffield,DEF,8.0,9,27.0,0.2098360655737705,9.795898878881667,53.48092947742554,2.0555328795030383,11.22222782477126,109.93180896723143,0.0077294685990338,0.0032180209171359,0.0032180209171359,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,1-10
aaron-naughton,Aaron Naughton,FWD,9.0,9,27.0,0.7967032967032966,15.70970076538009,70.96235994536579,12.51597039000062,56.535946110318896,888.1627958807642,0.1521035598705501,0.0568720379146919,0.0128755364806866,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,27-29,6+,1-10
darcy-fogarty,Darcy Fogarty,FWD,12.0,9,27.0,0.4431818181818182,12.769247402270135,61.1414762722426,5.659098280551538,27.09679062065297,346.00562324263075,0.0229900728314729,0.0134357005758157,0.0060882800608828,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,11-30
zac-bailey,Zac Bailey,FWD,15.0,9,27.0,0.8309859154929577,16.501933339200324,76.89480008272004,13.712874183279142,63.898495843387074,1054.4487188827425,0.3880597014925373,0.1826086956521739,0.0643274853801169,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,27-29,6+,11-30
ed-richards,Ed Richards,MID,16.0,9,27.0,0.7967032967032966,16.8091884938977,82.01255385800027,13.39193588799542,65.33967202972549,1098.306863277111,0.6492537313432836,0.514018691588785,0.25,0.0769230769230769,0.0169491525423728,3,2029,5.873711606127564,17.38615574883143,27-29,6+,11-30
jack-higgins,Jack Higgins,FWD,17.0,9,27.0,0.6389891696750902,13.322877815394566,64.83892893669932,8.513174632941654,41.43137336388368,551.9851250510152,0.0824175824175824,0.0272479564032697,0.0128755364806866,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,11-30
brandon-starcevich,Brandon Starcevich,DEF,18.0,9,27.0,0.3225806451612903,10.04341669117667,54.15518309992662,3.239811835863442,17.469413903202135,175.4526031804941,0.0208816705336426,0.0032180209171359,0.0032180209171359,0.0016090104585679,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,11-30
wil-powell,Wil Powell,DEF,19.0,9,27.0,0.7967032967032966,15.724703683859186,72.18778512822608,12.527923264613086,57.51224639336693,904.363032728794,0.1521035598705501,0.0568720379146919,0.0163043478260869,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,27-29,6+,11-30
callum-coleman-jones,Callum Coleman-Jones,FWD,20.0,9,27.0,0.0051020408163265,4.977575137958311,33.224817929195666,0.0253957915201954,0.1695143771897738,0.8437705494263055,0.001,0.001,0.001,0.001,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,11-30
oscar-allen,Oscar Allen,FWD,21.0,9,27.0,0.2098360655737705,10.529514140793788,54.75047097077415,2.209471819707549,11.488623416818182,120.9696227256417,0.0077294685990338,0.0032180209171359,0.0032180209171359,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,11-30
lachlan-fogarty,Lachlan Fogarty,MID,22.0,9,27.0,0.2098360655737705,9.858154566378593,55.54530865367208,2.068596368026983,11.655409028967256,114.90082374192382,0.0208816705336426,0.0134357005758157,0.0060882800608828,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,11-30
tim-kelly,Tim Kelly,MID,24.0,9,32.0,0.7547169811320755,12.396116497045796,67.31768120011463,9.355559620411922,50.80579713216199,629.7945799755553,0.3461538461538461,0.2222222222222222,0.0643274853801169,0.0058055152394775,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,30+,6+,11-30
noah-balta,Noah Balta,DEF,25.0,9,27.0,0.4300518134715025,12.52239283020012,60.45392993694247,5.385277745630103,25.99832220086127,325.56120352529774,0.0529801324503311,0.0134357005758157,0.0060882800608828,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,11-30
liam-ryan,Liam Ryan,FWD,26.0,9,30.0,0.2717770034843205,10.54664993695174,53.5120474912998,2.866336916662842,14.543343917496111,153.38355721052784,0.0077294685990338,0.0032180209171359,0.0032180209171359,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,30+,6+,11-30
brent-daniels,Brent Daniels,FWD,27.0,9,27.0,0.3475177304964539,11.140137446503454,62.54117713821064,3.8713952828274416,21.73416794164767,242.12161815534407,0.1007957559681697,0.0523255813953488,0.0128755364806866,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,11-30
sam-taylor,Sam Taylor,DEF,28.0,9,27.0,0.3018867924528302,11.706164269354437,61.35686420732888,3.533936383201339,18.52282693051438,216.83125478142352,0.0529801324503311,0.0134357005758157,0.0128755364806866,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,11-30
charlie-spargo,Charlie Spargo,FWD,29.0,9,27.0,0.2098360655737705,9.877548230943813,50.78050469295634,2.0726658582964066,10.655581312620347,105.25101834415106,0.0077294685990338,0.0032180209171359,0.0032180209171359,0.0016090104585679,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,11-30
tom-de-koning,Tom De Koning,RUC,30.0,9,27.0,0.5555555555555556,14.423283115539972,67.71017302354194,8.012935064188873,37.61676279085663,542.5572196226348,0.25,0.1826086956521739,0.0643274853801169,0.06,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,27-29,6+,11-30
bayley-fritsch,Bayley Fritsch,FWD,31.0,9,30.0,0.6389891696750902,12.550851079887616,60.21613981905843,8.019857910253096,38.47746118401928,482.9248852527821,0.1007957559681697,0.0272479564032697,0.0060882800608828,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,30+,6+,31-60
tom-mccartin,Tom McCartin,FWD,33.0,9,27.0,0.7647058823529411,13.994290009102322,68.01351566174142,10.70151588931354,52.01033550603756,727.847718542201,0.1521035598705501,0.0568720379146919,0.0128755364806866,0.0051282051282051,0.0011560693641618,3,2029,5.873711606127564,17.38615574883143,27-29,6+,31-60
harrison-petty,Harrison Petty,DEF,37.0,9,27.0,0.4242424242424242,12.505874473718446,57.734269608466334,5.3055225040017655,24.49332650056148,306.31046665982336,0.0208816705336426,0.0032180209171359,0.0032180209171359,0.0020855057351407,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,31-60
charlie-ballard,Charlie Ballard,DEF,42.0,9,27.0,0.25,9.208878219730696,52.358546448099226,2.302219554932674,13.089636612024806,120.54086950066474,0.0208816705336426,0.0032180209171359,0.0032180209171359,0.0016090104585679,0.001,3,2029,5.873711606127564,17.38615574883143,27-29,6+,31-60
