model,n,mae,bias,actual_avg,pred_avg,residual_sd
task012,10848,14.60860084465653,-6.538466971779288,72.56219303097346,66.02372605919416,17.92219139817628
task047,10848,11.650184452240145,1.706270110061164,72.56219303097346,74.26846314103462,14.640040564368192
