lead,origin_year,slice_type,slice_value,n,actual_meaningful_rate,isotonic_delta_mean,origin,p_meaningful_raw_mean,p_meaningful_raw_bias,p_meaningful_raw_brier,p_meaningful_raw_log_loss,p_meaningful_raw_auc,p_meaningful_mean,p_meaningful_bias,p_meaningful_brier,p_meaningful_log_loss,p_meaningful_auc
4,2018,prior_games,zero prior games,96,0.28125,0.03049081344467358,raw_classifier_underpredicts,0.18218460102578618,-0.09906539897421382,0.20719079368035032,0.6201160224915491,0.6280193236714976,0.21267541447045976,-0.06857458552954024,0.20652241877062516,0.615046344264612,0.6247987117552335
4,2018,tenure_band,4-5,137,0.5620437956204379,0.014262677325023454,raw_classifier_underpredicts,0.47056394901988774,-0.0914798466005502,0.20416502320876062,0.6026709148992758,0.7783549783549784,0.4848266263449112,-0.07721716927552674,0.2001488837922224,0.6036547829279778,0.7771645021645022
4,2019,age_band,21-23,238,0.5882352941176471,-0.01740160134115043,raw_classifier_underpredicts,0.4683837055575302,-0.11985158856011685,0.19025837415886804,0.6000569682959914,0.8075072886297376,0.4509821042163798,-0.13725318990126728,0.19275620160236234,0.608429185581297,0.8105320699708455
4,2019,age_band,24-26,174,0.5517241379310345,-0.023230771948784923,raw_classifier_underpredicts,0.5181460548523931,-0.03357808307864141,0.16044823995802562,0.4833160600156893,0.8477564102564102,0.49491528290360814,-0.05680885502742633,0.16060274980283692,0.4852429039416207,0.8476896367521368
4,2019,prior_games,zero prior games,125,0.248,0.016972201107228885,raw_classifier_underpredicts,0.18356351934118972,-0.06443648065881027,0.19523514528981345,0.594829200745088,0.5628002745367192,0.2005357204484186,-0.04746427955158139,0.19084116520746183,0.5798782914202653,0.5825326012354152
4,2019,tenure_band,4-5,146,0.5958904109589042,-0.023624735670491948,raw_classifier_underpredicts,0.4798538645611534,-0.11603654639775074,0.17394680094715362,0.5688180305463765,0.8359633742450808,0.4562291288906615,-0.1396612820682427,0.1791734726165441,0.5827876535661767,0.8409312293006039
4,2020,age_band,21-23,233,0.5450643776824035,-0.022494163328181438,raw_classifier_underpredicts,0.4295473064166288,-0.11551707126577465,0.19112863654045095,0.591067622411028,0.808126578517308,0.40705314308844737,-0.1380112345939561,0.19905015205686724,0.6235036272566097,0.8056380924082602
4,2020,age_band,24-26,171,0.5497076023391813,-0.020465164930712654,raw_classifier_underpredicts,0.4740767916151837,-0.07563081072399758,0.18106701576261383,0.5342400079254517,0.8226029289859077,0.453611626684471,-0.09609597565471023,0.17796959306568574,0.5365063285814088,0.8232937275490468
4,2020,prior_games,zero prior games,106,0.19811320754716982,0.017562328611194666,raw_classifier_underpredicts,0.15597907198783592,-0.0421341355593339,0.15616513500889617,0.5294733025411598,0.5938375350140056,0.1735414005990306,-0.024571806948139235,0.15724847905960374,0.5413714773520505,0.5904761904761904
4,2020,tenure_band,4-5,157,0.535031847133758,-0.024706991728485617,raw_classifier_underpredicts,0.4533500010152423,-0.08168184611851564,0.18861556545577016,0.581523350250682,0.8046314416177429,0.4286430092867567,-0.10638883784700126,0.193475791553617,0.6058232744196217,0.8039791258969341
4,2021,age_band,21-23,231,0.5238095238095238,-0.0047090927481637235,raw_classifier_underpredicts,0.4531006440197949,-0.07070887978972895,0.2105688744791829,0.6257538910160231,0.7555972952667168,0.44839155127163116,-0.07541797253789267,0.211410448700858,0.6289710469235705,0.753305785123967
4,2021,age_band,24-26,161,0.6211180124223602,-0.00341071342260868,raw_classifier_underpredicts,0.43391294402554687,-0.18720506839681333,0.23234464357954504,0.6964821089202632,0.7634426229508198,0.4305022306029382,-0.19061578181942201,0.23597572790643936,0.7046570920194047,0.7559016393442624
4,2021,prior_games,zero prior games,91,0.08791208791208792,0.019761180509790477,isotonic_moves_up,0.256767555120837,0.16885546720874905,0.12226274386238821,0.39152307491637867,0.6536144578313253,0.27652873563062746,0.18861664771853953,0.12671142235524804,0.403291752339891,0.661144578313253
4,2021,tenure_band,4-5,148,0.6013513513513513,-0.007549967985896355,raw_classifier_underpredicts,0.47343831327465424,-0.12791303807669707,0.20925091567377171,0.6316143454238096,0.7752808988764044,0.4658883452887579,-0.13546300606259343,0.21430354553091374,0.6475916744725688,0.7658541230241859
5,2018,prior_games,zero prior games,96,0.21875,0.00227952037341414,raw_classifier_underpredicts,0.1905204174161889,-0.028229582583811114,0.16422317120025032,0.49570970013052684,0.652063492063492,0.19279993778960303,-0.025950062210396974,0.16561116138324516,0.4969342901265916,0.6571428571428571
5,2019,prior_games,zero prior games,125,0.272,0.011126316441647494,raw_classifier_underpredicts,0.22489569124060715,-0.047104308759392866,0.21224938178586392,0.6513922222526308,0.5518745959922431,0.23602200768225465,-0.03597799231774537,0.21252231708897432,0.6442844892535208,0.5510665804783452
5,2020,prior_games,zero prior games,106,0.16981132075471697,0.0074951286806370365,raw_classifier_underpredicts,0.1560500759840573,-0.01376124477065968,0.1405689676135059,0.4724934023470867,0.581439393939394,0.16354520466469433,-0.006266116090022644,0.1402872800581628,0.4752307687610084,0.587121212121212
