lead,brier_current,brier_candidate,brier_change_pct,log_loss_current,log_loss_candidate,log_loss_change_pct,games_mae_current,games_mae_candidate,games_mae_change_pct,points_mae_current,points_mae_candidate,points_mae_change_pct,auc_current,auc_candidate,auc_change
1,0.153341094172,0.153325820119,-0.009960834884,0.478735372428,0.478961889590,0.047315735396,5.203781770775,5.193185526664,-0.203625835562,400.221124425665,399.298267073996,-0.230586866946,0.847997933899,0.847779445332,-0.000218488567
2,0.179088111654,0.179735503844,0.361493671595,0.547796077085,0.550157400921,0.431058916756,5.918453391178,5.922921094897,0.075487689492,455.321497048372,455.627590449858,0.067225774199,0.807964418694,0.807734438602,-0.000229980092
3,0.190017941643,0.189824635114,-0.101730671952,0.577716421919,0.576443253211,-0.220379525261,6.343522337562,6.325361972199,-0.286282043271,490.655086272203,489.341277020744,-0.267766357308,0.793566457489,0.791783630260,-0.001782827229
4,0.197132851934,0.191183391967,-3.017995178858,0.598947681660,0.581552277450,-2.904327830823,6.356118491380,6.292656747327,-0.998435509646,486.792404457118,483.766896334686,-0.621519172183,0.773506874487,0.787567353494,0.014060479007
5,0.184614948079,0.184645023900,0.016291107995,0.567690953879,0.564523075019,-0.558028772358,5.988709920011,6.024611595759,0.599489309513,458.315607431562,460.108560558586,0.391204902899,0.791933686755,0.788774988561,-0.003158698194
